,productname,brand,price,fabrictype,closuretype,countryoforigin,productdescription,ratings,rate,about,product_id,brand_id
250,ATG by Wrangler Men's Convertible Trail Jogger, Wrangler,24.49,"96% Nylon, 4% Spandex",Zipper,Bangladesh,"ALL TERRAIN GEAR: You’re ready to take on your next great adventure, which is why ATG x Wrangler brings you performance outdoor apparel that’s got you covered. Nature doesn’t hold back, which is why we’ve designed a full collection of tops, pants, shorts, outerwear and more with stretch, moisture-wicking fabric that helps block the sun with UPF protection and keep you dry for comfort that doesn’t quit. The line is packed with innovative outdoor tech features like sunglasses cleaner at the hem of all shirts, durable, reinforced pants with reinforced and lightweight, breathable fabrics. Whether you’re camping at your favorite site, hiking a new trail or even just exploring your own backyard, we’ve got the gear you need. Any destination. Any terrain. Anytime.",305,4.4,"QUICK DRY. Perfect for crossing streams or hiking through fields with morning dew, these quick-drying convertible joggers are coated with a durable water repellent finish to keep you dry through any conditions you may encounter.",251,78
251,Perry Ellis Men's Portfolio Modern Fit Stretch Resolution Dress Pant, Perry Ellis,48.04,"68% Recycled Polyester, 28% Viscose, 4% Elastane",-- Other --,Indonesia,"These Perry Ellis Portfolio Resolution dress pants are designed just for you. Constructed with a contoured waistband for no slip and no gap, these pants always move with you. They have high stretch and keep you cool and dry so you stay comfortable throughout your day. Modern Fit has a straight leg and regular bottom opening. A soft leg crease puts a smart finish on these machine washable dress pants.",25,4.5,"Perry Ellis Portfolio Resolution Pants are designed for performance, easy care, and made with recycled polyester",252,57
252,Jockey Men's Adventure Cozy Active Pants, Jockey,22.57,"62% Polyester, 34% Rayon, 4% Spandex",Pull On,China,"Add these Jockey men's active cozy sweatpants to your wardrobe rotation. The ultra soft cozy fabrication provides all day comfort and features a straight leg design and a side seam hem with zipper openings, loose fit leg, front slanted side pockets and a back pocket with zipper closure. This style comes in a variety of different colors.",21,3.8,Style 540416,253,40
253,Haggar Men's Wrinkle Free Straight Fit Flat Front Khaki Pant, Haggar,44.99,"58% Cotton, 40% Recycled Polyester, 2% Elastane",Zipper,Bangladesh,"Discover the Haggar® Wrinkle Free Performance Khaki Straight Fit Pant - an epitome of comfort, sustainability, and timeless style. Crafted with meticulous attention to detail, this pant features a straight fit silhouette with a plain front, ensuring both style and functionality. Made from stretch fabric infused with moisture-wicking properties, it keeps you cool and dry throughout the day, perfect for any activity. What sets this pant apart is its eco-friendly construction, with 40% of the fabric derived from recycled Repreve® Polyester, equivalent to 9 recycled plastic bottles. Elevate your wardrobe with a sustainable choice that doesn't compromise on style or comfort.",18,4.6,"WRINKLE FREE: Embrace a freshly pressed appearance no matter where you go. The innovative fabric of our Wrinkle Free Performance Khaki resists wrinkles, ensuring you look sharp from morning to night.",254,34
254,Lucky Brand Men's 221 Straight Jean, Lucky Brand,82.39,"92% Cotton, 6% Polyester, 2% Elastane",Zipper,China,Unknown,3347,4.5,"Inseam: available in 30"", 32"" and 34""",255,46
255,Amazon Essentials Men's Slim-Fit Bootcut Jean, Amazon Essentials,12.87,"98% Cotton, 2% Elastane",Button,India,placeholder text placeholder text placeholder text placeholder text,6624,4.3,"SLIM FIT: Slim fit through hip and thigh, with a tapered leg. Sits at the waist.",256,5
256,Red Kap Men's Cooling Work Pant, Red Kap,42.67,"81% Polyester, 13% Cotton, 6% Elastane",Button,Unknown,"Thanks to Coolcore® technology that never washes out, our lightweight Cooling Work Pant wicks away sweat to keep you dry all workday long. Equipped with plenty of storage, it features dual layered hip pockets, a concealed zipper pocket on the left leg, and a cell phone pocket on the right leg. These pants are made to work on and off the job.",13,4.6,"Feel the difference, literally, with Coolcore fabric that’s cool to the touch. Cooling tech that never washes out, unlike the competition.",257,60
257,"Mountain Hardwear Men's Basin Pull-on Pant for Running, Hiking, Backpacking and Everyday Wear", Mountain Hardwear,78.99,100% Nylon,Zipper,Unknown,"From weight circuits and 4x4's in the gym to cool-weather runs and downtown errand missions, the Basin™ Pull-On Pant is a versatile athletic pant that deftly moves from indoors to out thanks to its stretchy dynamic fabric and ultra-comfortable tapered fit.",42,4.5,"VERSATILITY: A simple, classic design lets you wear these pants anywhere you go, whether used for athletic wear, camping, hiking, or a casual comfortable day around the house",258,50
258,Lee Men's Legendary Slim Straight Jean, Lee,32.99,"99% Cotton, 1% Spandex",Zipper,Mexico,"Just like our founder, H.D. Lee, our passion is helping can-do people do more. We are committed to designing clothing that conforms to your body, allowing you to move through life freely. We help you chase the things that bring you joy and laughter. The things that make you fearless and hopeful because your passion is what makes you unique. And what moves you, moves us. Move your Lee.",2075,4.5,"SLIM FIT. Designed with a slim fit and straight leg, these jeans sit just below the waist for a slimmer, more tailored look.",259,43
259,Red Kap Men's Stain Resistant Enhanced Visibility Flat Front Work Pants, Red Kap,42.99,"65% Polyester, 35% Cotton",Zipper,China,"Red Kap Men's Enhanced Visibility Dura-Kap Industrial Work Pants. Since 1923, we’ve proudly designed workwear with comfort and durability in mind for construction, maintenance, waste management, transportation, and all other hard-working trades. This productdoes not comply with ANSI/ISEA 107-2015",608,4.5,"COMFORT & SAFETY: These cotton/poly blend pants keep you safe and provide 360-degree enhanced visibility with trim around the knees and calves. They feature 2 slack-style front pockets, 2 set-in hip pockets and a left rear pocket with a button closure",260,60
260,Wrangler Men's Bootcut Jean, Wrangler,29.99,"84% Cotton, 15% Polyester, 1% Spandex",Zipper,Bangladesh,"Look no further than Wrangler for authentic, stylish clothes you'll feel good in. We took our most timeless styles and elevated them to fit the modern man. From everyday basics like tailored jeans with performance-level comfort to denim shirts with western-inspired elements, you'll find everything you need to complete your outfit. Whether your look is modern, classic, or somewhere in between, you can't go wrong with Wrangler.",51,4.3,RELAXED FIT. This jean sits at the natural waistline and features a relaxed seat and thigh for the perfect amount of space. The bootcut legs will easily fit your favorite pair of boots in proper Western style.,261,78
261,Haggar Men's Smart Wash with Repreve Slim Fit Suit Separates-Pants & Jackets, Haggar,59.99,"78% Polyester, 22% Recycled Polyester",Hook and Bar,Cambodia,Unknown,183,4.1,SUIT SEPARATES: Enjoy the benefit of looking polished while feeling comfortable when you choose your customized suit separate jacket and suit separate pant size. Simply select your jacket and pant sizes and add them to the cart separately.,262,34
262,Amazon Essentials Men's Stretch Canvas Double Knee Utility Pant (Previously Goodthreads), Amazon Essentials,32.3,"97% Cotton, 3% Spandex",Zipper,Bangladesh,"Amazon Essentials is focused on creating affordable, high-quality, and long-lasting everyday clothing you can rely on. Our line of men’s must-haves includes polo shirts, chino pants, classic-fit shorts, casual button-downs, and crew-neck tees. Our consistent sizing takes the guesswork out of shopping, and each piece is put to the test to maintain the highest standards in quality and comfort.",91,4.2,This product was previously sold as Goodthreads and now as Amazon Essentials.,263,5
263,Amazon Essentials Men's Comfort Stretch Slim-Fit Jean (Previously Goodthreads), Amazon Essentials,34.3,"97% Cotton, 3% Elastane",Zipper,India,Slim-Fit Jean. 99 percent Cotton and 1 percent Tbd.,5636,4.3,This product was previously sold as Goodthreads and now as Amazon Essentials.,264,5
264,Haggar Men's The Active Series Slim/Straight Fit Flat Front Pant, Haggar,35.33,"94% Cotton, 6% Elastane",Button,Cambodia,HAGGAR Mens The Active Series Slim/Straight Fit Flat Front Pant,209,4.4,"SLIM/STRAIGHT FIT: When you want the in-between fit but not quite as slim in the leg as a slim fit, this pant is the one to reach for! Featuring a flex waistband, stretch blend fabric, scoop front pockets, patch back pockets and roll hem.",265,34
265,Helly-Hansen Mens Dubliner Waterproof Windproof Rain Pant, Helly-Hansen,48.08,100% Polyester,Button,China,"A great-fitting, versatile Helly tech jacket for men. Featuring a waterproof, breathable and windproof fabric, fully seam sealed protection, and a quick-dry lightweight lining add to the comfort in both warm and cold weather. founded in Norway in 1877, Helly Hansen continues to develop their apparel through a blend of Scandinavian design and insights drawn from living among some of the harshest environments on earth. The brand represents the optimal combination of performance, protection and style. The company has a long list of first-to-market innovations including the first supple, waterproof fabrics more than 130 years ago, the first fleece fabrics in the 1960s, the first technical base layers made with Lifa stay dry technology in the 1970s and today's award winning and patented h2flow temperature regulating technology. Helly Hansen is the global leader in technical sailing apparel.  its ski uniforms are worn by more than 50,000 professionals across 100+ski resorts and mountain guiding operations around the world, as well as national ski teams, Olympians and discerning outdoor enthusiasts. Technically engineered and real-world tested, all Helly Hansen garments are fully warranted against defects in materials and workmanship. Should any garment's key features or functions fail due to a manufacturing defect, we will repair it without charge or provide a replacement.  all Helly Hansen technical outerwear garments (Helly tech, Helly tech xp and Helly tech O2) are covered by a limited lifetime warranty, this policy does not cover normal wear and tear on the product.",81,4.1,Great-fitting and versatile waterproof pants with quick-dry lining.,266,36
266,Wrangler Riggs Workwear Men's Straight Leg Utility Pant, Wrangler,38.69,"97% Cotton, 3% Spandex",Zipper,Bangladesh,"WRANGLER RIGGS WORKWEAR: Whatever the job, it’s time to step up. There’s nothing like an honest day’s work done in the right work clothes. Whether you’re a professional electrician, a hobbyist woodworker or construction worker, you’ll find our RIGGS WORKWEAR for men is designed with both comfort and utility in mind. We’ve designed clothes with a Room2Move Fit for improved range of motion and have made sure that your clothes are tough enough to withstand anything with features like triple-needle stitching and added reinforcement in high-wear areas. Our Carpenter Jeans, Ripstop Cargo Pants, Ranger Pants and denim come in a variety of colors and a wide selection of men’s long-sleeve shirts, tees, jackets, vests and FR clothing offer versatile, everyday pieces that can be worn mowing the lawn, camping or on the job site. Big and tall sizes deliver a great fit in every size. Made to withstand the toughest work conditions, the most extreme adventures and every casual occasion in between, this collection has your back.",344,4.3,"REGULAR FIT. Up for any task, these pants keep you comfortable all day. A regular fit and straight-leg opening, these pants combine form and function for the ultimate work attire.",267,78
